,down,time,TimeSecs,PlayTimeDiff,SideofField
341054,4.0,03:50,230.0,46.0,JAX
285010,1.0,10:09,609.0,41.0,ARI
69803,,10:17,3317.0,8.0,WAS
190281,,07:06,426.0,13.0,NYJ
255542,1.0,04:17,1157.0,33.0,SD
137154,3.0,02:34,1054.0,43.0,OAK
209747,3.0,02:47,167.0,39.0,CAR
4705,,02:00,120.0,22.0,TB
18221,3.0,00:31,31.0,41.0,HOU
151902,1.0,12:58,3478.0,28.0,BUF
293856,2.0,14:28,3568.0,30.0,SF
106999,1.0,12:17,2537.0,8.0,STL
207015,2.0,07:01,1321.0,25.0,JAC
356725,1.0,09:42,3282.0,6.0,NYG
142610,,02:00,120.0,43.0,HOU
104964,,10:09,1509.0,0.0,CHI
134245,,15:00,3600.0,0.0,NYG
406840,1.0,00:41,1841.0,0.0,TB
257603,2.0,13:02,1682.0,42.0,SD
364026,3.0,02:00,120.0,0.0,BAL
181963,1.0,14:53,3593.0,7.0,STL
194013,,02:00,120.0,4.0,GB
280332,3.0,08:47,527.0,26.0,WAS
37787,,00:00,900.0,28.0,DEN
384490,1.0,14:05,2645.0,11.0,CAR
224015,2.0,11:08,668.0,31.0,NE
96191,1.0,08:58,3238.0,47.0,NE
295906,3.0,01:48,1908.0,0.0,CLE
316677,4.0,10:07,607.0,35.0,MIN
207566,1.0,14:12,1752.0,43.0,MID
111575,2.0,11:34,2494.0,39.0,SD
240731,2.0,02:19,1939.0,45.0,DAL
403932,2.0,10:47,1547.0,35.0,NYJ
173938,3.0,09:59,3299.0,34.0,MID
284751,4.0,08:48,2328.0,34.0,NYJ
97775,2.0,02:25,145.0,31.0,DAL
51876,1.0,05:20,3020.0,5.0,JAC
121412,1.0,08:38,2318.0,49.0,CIN
366268,,07:12,432.0,0.0,JAX
93974,1.0,15:00,1800.0,0.0,SF
229730,1.0,03:43,223.0,37.0,STL
225150,1.0,03:04,1984.0,37.0,GB
283814,1.0,08:19,3199.0,0.0,DAL
280083,2.0,02:05,1925.0,0.0,CAR
74673,1.0,06:44,3104.0,8.0,TB
127317,1.0,12:08,1628.0,7.0,MIN
360609,1.0,01:00,1860.0,18.0,NYJ
160623,1.0,06:28,2188.0,24.0,GB
100356,3.0,14:18,1758.0,3.0,NYJ
296270,4.0,00:58,1858.0,0.0,OAK
205357,1.0,14:04,2644.0,24.0,HOU
115045,1.0,02:35,2855.0,9.0,DEN
237454,1.0,14:28,2668.0,32.0,BAL
143919,4.0,05:17,3017.0,34.0,DET
89191,3.0,06:20,3080.0,36.0,STL
307789,2.0,02:00,120.0,0.0,DAL
10544,1.0,07:40,1360.0,8.0,SD
130504,3.0,03:46,226.0,42.0,KC
43674,2.0,10:05,2405.0,39.0,ARI
393102,3.0,04:34,274.0,40.0,ARI
18605,3.0,14:19,2659.0,7.0,STL
293641,2.0,02:41,161.0,0.0,PIT
250678,2.0,09:49,3289.0,7.0,ARI
253914,1.0,14:18,858.0,21.0,OAK
372752,2.0,02:48,1968.0,4.0,TB
289370,4.0,01:59,1919.0,1.0,PHI
122307,,00:00,1800.0,16.0,SF
344827,3.0,08:25,3205.0,45.0,MIA
230261,4.0,03:37,217.0,5.0,GB
245075,3.0,10:53,3353.0,43.0,MIA
126400,,05:32,2132.0,5.0,TEN
386832,,09:03,2343.0,5.0,BUF
376438,1.0,09:21,561.0,8.0,BAL
276601,,02:18,1938.0,0.0,ATL
36136,2.0,09:19,2359.0,35.0,ARI
69812,1.0,06:11,3071.0,45.0,WAS
370729,3.0,10:43,3343.0,32.0,CHI
256844,,00:00,2700.0,6.0,SF
326148,1.0,07:43,1363.0,9.0,SEA
155305,2.0,14:17,3557.0,38.0,SF
358957,4.0,01:15,2775.0,5.0,HOU
336038,3.0,06:58,1318.0,43.0,JAX
77448,,00:38,1838.0,8.0,ARI
285763,1.0,06:13,373.0,9.0,DEN
91514,1.0,02:48,1968.0,0.0,WAS
96011,1.0,10:05,3305.0,9.0,CLE
317516,2.0,05:54,1254.0,42.0,CIN
18319,1.0,11:10,1570.0,36.0,CHI
229279,3.0,13:34,2614.0,42.0,ATL
397374,1.0,00:15,1815.0,15.0,HOU
356173,1.0,13:16,3496.0,14.0,DEN
82163,1.0,07:40,1360.0,41.0,MIA
295108,2.0,01:23,83.0,37.0,DAL
264663,4.0,00:03,1803.0,12.0,DAL
57827,1.0,06:47,3107.0,5.0,GB
159731,,02:00,1920.0,24.0,DAL
145938,1.0,14:56,1796.0,4.0,PIT
372017,1.0,02:13,1933.0,10.0,PIT
71397,3.0,11:02,2462.0,42.0,BUF
170780,1.0,08:18,3198.0,9.0,SEA
18556,2.0,03:45,225.0,21.0,SEA
23182,2.0,00:25,1825.0,24.0,NO
77745,2.0,07:07,3127.0,42.0,TB
203044,3.0,03:58,238.0,0.0,BAL
87509,1.0,00:26,1826.0,5.0,BUF
305759,2.0,10:02,2402.0,38.0,BAL
197100,,01:32,2792.0,13.0,NE
29236,2.0,13:37,817.0,41.0,HOU
52935,,10:42,3342.0,3.0,BUF
351821,2.0,00:21,21.0,5.0,WAS
36592,,03:52,232.0,3.0,NO
181271,3.0,03:05,2885.0,25.0,CLE
240251,2.0,09:48,1488.0,36.0,BAL
171067,,01:51,1011.0,9.0,NYG
4696,,05:32,332.0,6.0,BUF
145476,1.0,07:29,449.0,32.0,PHI
121064,1.0,12:17,2537.0,34.0,HOU
71412,3.0,05:54,2154.0,44.0,CIN
399722,1.0,10:16,616.0,29.0,LAC
69339,3.0,05:25,1225.0,21.0,ARI
77845,1.0,02:11,1031.0,41.0,ATL
44621,1.0,05:27,3027.0,11.0,NO
331340,1.0,13:54,1734.0,17.0,BAL
394598,,00:55,1855.0,7.0,50
323497,3.0,01:01,1861.0,26.0,BAL
53826,1.0,14:57,2697.0,3.0,SF
34031,3.0,04:02,2942.0,39.0,CIN
141173,2.0,06:40,-500.0,36.0,NO
370346,1.0,09:52,592.0,8.0,KC
80313,2.0,09:48,2388.0,39.0,MIA
261473,1.0,06:06,2166.0,35.0,PHI
25034,2.0,06:31,1291.0,42.0,CLE
360314,,01:12,72.0,19.0,50
378516,,04:15,2055.0,32.0,IND
10219,1.0,09:06,1446.0,9.0,DAL
347630,,02:53,2873.0,0.0,TB
310985,2.0,05:10,310.0,14.0,NO
266212,3.0,14:48,888.0,7.0,CLE
302500,2.0,00:03,3.0,0.0,BAL
59097,2.0,10:46,3346.0,32.0,NO
73669,2.0,02:00,1920.0,0.0,PIT
325870,3.0,01:56,116.0,0.0,HOU
97557,,00:00,900.0,40.0,IND
283161,2.0,09:39,1479.0,6.0,BAL
107322,1.0,11:28,2488.0,10.0,JAC
201555,1.0,15:00,1800.0,0.0,CAR
386091,1.0,11:49,2509.0,43.0,CHI
321446,4.0,11:48,2508.0,5.0,TB
169371,1.0,07:49,3169.0,8.0,PHI
130042,2.0,11:35,2495.0,39.0,BAL
325510,2.0,12:55,3475.0,35.0,JAX
172750,3.0,09:54,3294.0,42.0,TB
202439,2.0,12:58,778.0,43.0,SD
331287,2.0,11:47,2507.0,23.0,NYG
216190,1.0,09:13,1453.0,32.0,SEA
221788,2.0,11:33,693.0,36.0,SD
166432,1.0,12:22,1642.0,7.0,MIA
229816,,01:04,1864.0,0.0,SD
58449,,00:10,1810.0,6.0,PIT
154414,1.0,00:26,26.0,3.0,WAS
10537,1.0,10:47,1547.0,45.0,SD
262484,1.0,04:17,2957.0,41.0,WAS
50193,,00:36,1836.0,6.0,TEN
134017,2.0,05:30,330.0,5.0,CIN
200926,1.0,05:53,353.0,23.0,WAS
204074,,12:50,770.0,10.0,TEN
11492,3.0,12:32,3452.0,46.0,CAR
170358,1.0,05:45,1245.0,9.0,JAC
401637,1.0,13:54,1734.0,39.0,NE
324789,3.0,06:52,412.0,6.0,IND
240715,2.0,09:51,2391.0,38.0,SEA
338256,2.0,12:25,2545.0,14.0,MIN
189789,,02:13,2833.0,4.0,CIN
66602,,00:12,1812.0,13.0,NYG
298908,1.0,02:50,2870.0,11.0,MIN
151054,2.0,11:23,2483.0,42.0,MID
121676,2.0,03:26,206.0,35.0,KC
394385,2.0,10:53,2453.0,3.0,DEN
216470,1.0,06:51,2211.0,34.0,NO
217464,1.0,00:43,2743.0,26.0,PHI
30274,2.0,15:00,900.0,0.0,CHI
245912,2.0,14:02,842.0,37.0,ARI
386416,2.0,07:56,3176.0,7.0,IND
282569,,07:07,2227.0,5.0,ATL
200427,1.0,10:04,3304.0,8.0,NYJ
217865,3.0,08:15,2295.0,41.0,JAC
179125,1.0,01:39,999.0,33.0,NE
340952,3.0,09:48,2388.0,5.0,JAX
210505,,13:29,2609.0,6.0,IND
229723,2.0,06:43,403.0,32.0,STL
244891,1.0,03:55,235.0,37.0,CHI
166389,1.0,09:35,2375.0,37.0,MIA
97072,2.0,01:05,65.0,44.0,ATL
49134,1.0,15:00,2700.0,0.0,DEN
373346,3.0,08:12,1392.0,42.0,IND
226318,2.0,06:20,1280.0,25.0,BAL
278849,2.0,09:56,3296.0,37.0,DET
338347,2.0,06:46,406.0,7.0,CHI
88632,1.0,05:49,3049.0,13.0,PHI
48474,2.0,04:37,2077.0,39.0,TEN
166976,4.0,00:02,1802.0,0.0,CAR
254532,1.0,11:25,685.0,11.0,NE
317711,,00:00,900.0,27.0,OAK
362519,1.0,03:44,2024.0,13.0,NE
155538,1.0,00:40,1840.0,0.0,KC
49716,1.0,09:39,579.0,44.0,HOU
378708,1.0,01:23,1883.0,37.0,OAK
207892,,01:03,1863.0,11.0,NYG
289047,4.0,02:59,1079.0,15.0,SD
97787,1.0,00:51,51.0,27.0,WAS
258102,1.0,03:18,2898.0,0.0,OAK
292425,1.0,00:35,1835.0,0.0,GB
229160,,09:32,1472.0,0.0,NO
99846,3.0,12:01,1621.0,23.0,SD
166833,2.0,14:20,860.0,5.0,IND
382122,,07:46,466.0,37.0,SF
382355,1.0,12:39,2559.0,12.0,NE
329694,1.0,02:06,2826.0,37.0,CIN
98272,1.0,13:42,822.0,9.0,MIN
380934,1.0,02:07,2827.0,27.0,NE
96726,1.0,01:54,114.0,6.0,STL
359139,1.0,11:41,2501.0,8.0,BAL
261888,1.0,02:21,1041.0,43.0,SD
301832,1.0,05:41,2141.0,37.0,ARI
131934,1.0,01:41,101.0,15.0,NE
134610,1.0,04:19,2959.0,9.0,CHI
20956,1.0,06:09,1269.0,8.0,JAC
198368,4.0,11:06,1566.0,8.0,PIT
318496,2.0,12:45,3465.0,18.0,MIA
172476,1.0,13:08,1688.0,6.0,CLE
94270,1.0,03:53,2933.0,29.0,MIA
250116,2.0,07:07,427.0,39.0,BAL
326749,1.0,08:08,488.0,6.0,OAK
141022,3.0,06:36,2196.0,4.0,NO
34050,4.0,11:43,2503.0,6.0,CIN
155943,1.0,08:36,516.0,0.0,DET
377323,,00:09,1809.0,0.0,NE
257312,,02:00,120.0,31.0,TEN
142190,1.0,05:07,1207.0,0.0,ARI
365366,1.0,10:18,618.0,43.0,BAL
234081,3.0,09:25,1465.0,0.0,BUF
19015,4.0,00:11,1811.0,0.0,NYG
34602,3.0,01:03,1863.0,19.0,IND
329283,4.0,12:04,724.0,39.0,HOU
61394,1.0,00:35,2735.0,10.0,CAR
340197,2.0,01:14,2774.0,33.0,SD
386718,1.0,07:33,453.0,8.0,JAX
210853,1.0,01:18,2778.0,13.0,DEN
400107,1.0,05:10,310.0,12.0,BAL
125103,2.0,02:15,135.0,24.0,CHI
316005,3.0,07:50,3170.0,40.0,TB
358971,1.0,11:39,2499.0,8.0,HOU
65905,1.0,09:21,1461.0,29.0,BUF
387509,1.0,10:08,3308.0,32.0,LA
85171,1.0,02:02,122.0,35.0,WAS
52415,1.0,04:48,2988.0,43.0,SEA
81760,1.0,14:41,2681.0,14.0,CAR
16345,1.0,11:06,3366.0,10.0,HOU
92760,1.0,01:31,1891.0,26.0,CHI
303614,1.0,00:53,2753.0,37.0,TEN
83875,,01:12,1872.0,9.0,PIT
372457,,07:11,431.0,0.0,LA
63425,1.0,07:20,1340.0,45.0,KC
256898,2.0,13:43,1723.0,45.0,SEA
349799,4.0,11:13,2473.0,20.0,BAL
307380,2.0,14:31,871.0,29.0,NO
353359,1.0,01:40,1000.0,32.0,ATL
85157,3.0,05:53,353.0,5.0,JAC
303286,1.0,04:40,2080.0,37.0,SEA
160566,2.0,13:53,3533.0,18.0,GB
236166,1.0,06:16,2176.0,34.0,CHI
309388,4.0,08:56,3236.0,6.0,ATL
42281,3.0,04:19,2059.0,9.0,TB
143033,,12:57,2577.0,0.0,BAL
306197,1.0,02:32,152.0,31.0,STL
215533,2.0,11:21,1581.0,46.0,PIT
102124,2.0,07:14,2234.0,38.0,TB
119169,,08:16,496.0,0.0,IND
138951,2.0,06:34,1294.0,32.0,MIN
353166,2.0,11:38,1598.0,23.0,TB
280487,1.0,07:55,1375.0,11.0,OAK
368320,2.0,14:25,1765.0,35.0,IND
149732,3.0,10:00,600.0,45.0,BUF
51956,4.0,06:48,1308.0,50.0,PHI
73281,3.0,09:42,3282.0,46.0,MIN
380490,3.0,10:22,1522.0,39.0,DEN
377043,2.0,04:46,286.0,5.0,NO
306419,2.0,00:18,2718.0,0.0,CIN
305323,1.0,00:30,30.0,7.0,WAS
79341,3.0,09:59,1499.0,10.0,DET
126297,3.0,00:32,932.0,5.0,DAL
137665,2.0,14:54,1794.0,6.0,OAK
159239,2.0,06:27,1287.0,30.0,DET
55836,1.0,12:17,3437.0,6.0,GB
406219,1.0,14:47,887.0,7.0,LA
302878,4.0,06:38,-502.0,6.0,NYJ
17812,4.0,09:58,1498.0,1.0,PHI
128429,3.0,04:14,254.0,0.0,DEN
19541,3.0,09:35,1475.0,40.0,JAC
354948,2.0,02:25,145.0,47.0,KC
67516,2.0,13:38,818.0,5.0,BAL
115313,2.0,00:15,915.0,29.0,MIN
85290,1.0,11:09,1569.0,37.0,DET
48843,1.0,11:03,1563.0,33.0,CLE
281991,2.0,04:37,2977.0,34.0,HOU
358331,1.0,00:48,948.0,36.0,IND
58376,1.0,03:19,-701.0,40.0,BAL
287900,1.0,06:42,2202.0,9.0,NO
55185,,09:51,2391.0,43.0,MIA
105792,,00:25,1825.0,0.0,ATL
68495,1.0,11:27,3387.0,33.0,TEN
335122,3.0,01:25,985.0,43.0,TB
2308,4.0,00:04,1804.0,17.0,GB
256327,2.0,12:01,2521.0,30.0,NO
236590,3.0,06:11,1271.0,27.0,PHI
140061,3.0,10:48,3348.0,5.0,CAR
14097,3.0,12:08,3428.0,33.0,CLE
397888,,05:02,2102.0,6.0,MIN
404903,1.0,11:07,3367.0,9.0,NYG
240160,1.0,07:44,3164.0,11.0,MID
257739,3.0,14:44,2684.0,4.0,JAC
29538,2.0,00:35,1835.0,6.0,WAS
155260,2.0,13:14,794.0,38.0,DEN
43673,1.0,10:44,2444.0,38.0,ARI
394143,,00:46,46.0,0.0,TEN
119730,1.0,06:36,396.0,18.0,NE
254089,1.0,02:38,1058.0,27.0,ATL
387994,,01:56,116.0,6.0,NYG
130146,3.0,07:03,423.0,38.0,BAL
18702,2.0,13:13,793.0,33.0,STL
239101,2.0,11:12,1572.0,32.0,BUF
397742,2.0,13:47,1727.0,29.0,CHI
2245,1.0,05:06,3006.0,42.0,GB
327131,1.0,06:04,364.0,29.0,DEN
125296,,03:14,194.0,4.0,ARI
279741,1.0,08:19,499.0,8.0,JAC
331812,1.0,03:03,183.0,8.0,JAX
362398,3.0,10:13,613.0,4.0,DET
216287,1.0,00:38,2738.0,22.0,SD
206178,1.0,11:46,3406.0,43.0,NYJ
280191,2.0,14:03,3543.0,37.0,WAS
74084,3.0,06:04,1264.0,0.0,TEN
131363,,00:00,900.0,26.0,CHI
105351,1.0,01:02,62.0,5.0,MIA
67034,2.0,04:55,295.0,38.0,OAK
52012,3.0,01:08,68.0,7.0,JAC
317075,4.0,09:22,3262.0,4.0,MIN
189189,3.0,01:56,116.0,0.0,MIN
295945,1.0,06:00,1260.0,47.0,PIT
397363,2.0,01:46,1906.0,4.0,HOU
312211,2.0,10:01,1501.0,42.0,CAR
103070,,01:32,92.0,3.0,NYG
132076,4.0,12:24,744.0,4.0,SF
217957,2.0,09:40,580.0,36.0,JAC
272297,1.0,04:03,1143.0,0.0,DET
265299,,13:12,3492.0,0.0,SF
373354,2.0,05:08,1208.0,41.0,SEA
388537,,00:00,0.0,13.0,TEN
45455,2.0,01:20,80.0,40.0,CAR
345927,2.0,02:36,1956.0,34.0,WAS
290039,2.0,14:22,2662.0,38.0,TB
169475,3.0,03:33,1113.0,44.0,PHI
318190,1.0,03:21,2001.0,39.0,CHI
304760,4.0,08:03,483.0,42.0,PHI
175998,1.0,02:26,1046.0,7.0,NYJ
400214,1.0,12:11,1631.0,39.0,GB
16635,4.0,07:25,445.0,5.0,GB
388557,2.0,06:28,3088.0,43.0,DET
183090,1.0,06:39,3099.0,41.0,SD
338297,1.0,13:02,1682.0,47.0,MIN
33192,1.0,06:57,2217.0,43.0,ARI
194723,,01:00,60.0,0.0,MIN
24098,2.0,00:15,1815.0,1.0,KC
126575,2.0,05:20,2120.0,42.0,NYG
241223,1.0,09:22,3262.0,7.0,SF
391257,,00:00,1800.0,13.0,NYG
344406,2.0,00:35,935.0,6.0,KC
394069,1.0,10:15,1515.0,41.0,HOU
314081,4.0,06:11,2171.0,41.0,MIA
388535,1.0,00:44,44.0,2.0,TEN
147580,2.0,11:26,686.0,6.0,BUF
196888,,07:07,3127.0,6.0,DAL
138082,2.0,06:38,398.0,26.0,CIN
296185,,15:00,3600.0,0.0,OAK
268873,1.0,12:09,3429.0,44.0,HOU
359541,1.0,00:15,1815.0,11.0,DAL
233794,4.0,00:29,29.0,0.0,NYG
301385,2.0,09:32,3272.0,42.0,SD
134608,3.0,04:33,2973.0,38.0,IND
87633,2.0,13:57,2637.0,28.0,OAK
342830,2.0,10:22,622.0,34.0,DAL
183798,2.0,00:27,27.0,3.0,TEN
7085,4.0,10:50,650.0,5.0,STL
268924,2.0,06:44,2204.0,20.0,JAC
11954,1.0,11:29,689.0,9.0,OAK
180819,1.0,05:52,2152.0,28.0,JAC
163963,4.0,03:45,2025.0,0.0,PIT
316791,3.0,00:07,1807.0,5.0,DEN
70352,1.0,10:07,2407.0,7.0,ARI
277645,4.0,08:11,3191.0,5.0,NYJ
321598,1.0,08:04,3184.0,12.0,SD
225321,1.0,03:02,1982.0,33.0,NO
39971,3.0,01:38,1898.0,22.0,NYG
393606,3.0,13:06,786.0,43.0,HOU
63979,3.0,01:09,1869.0,19.0,NYJ
75722,1.0,04:29,2969.0,5.0,MIN
218457,1.0,05:38,1238.0,3.0,KC
83475,1.0,08:41,3221.0,4.0,NE
87338,1.0,01:22,1882.0,13.0,MIA
376745,1.0,04:10,2050.0,26.0,MIN
298753,1.0,12:09,2529.0,0.0,KC
68657,3.0,01:28,88.0,32.0,MIA
123137,2.0,02:05,1025.0,39.0,SD
15986,4.0,13:44,3524.0,5.0,MIN
38743,,00:00,0.0,7.0,TB
52966,1.0,15:00,2700.0,34.0,NYJ
62943,3.0,05:38,338.0,47.0,DEN
239368,3.0,13:58,-62.0,41.0,CIN
100078,3.0,01:59,119.0,41.0,OAK
100155,,03:21,2001.0,6.0,GB
59617,1.0,01:13,73.0,0.0,DEN
218813,2.0,00:59,959.0,5.0,DAL
80717,3.0,08:33,1413.0,40.0,MIN
138231,,,,,BUF
13570,,00:00,2700.0,24.0,STL
331349,2.0,10:03,1503.0,41.0,BAL
6150,2.0,11:51,2511.0,42.0,HOU
144017,,00:00,900.0,35.0,DET
302193,2.0,06:07,2167.0,29.0,DEN
1624,3.0,00:42,1842.0,0.0,MIA
595,2.0,03:26,2006.0,7.0,DAL
220518,3.0,02:07,1927.0,42.0,KC
179304,,01:04,964.0,4.0,KC
209132,1.0,13:14,794.0,27.0,GB
403756,2.0,04:28,1168.0,23.0,LA
120258,4.0,01:18,978.0,5.0,NYG
187594,1.0,15:00,2700.0,0.0,NYJ
334887,,01:45,1905.0,6.0,BAL
124910,1.0,07:22,442.0,7.0,BAL
50022,1.0,01:00,1860.0,9.0,NO
385089,1.0,08:44,1424.0,18.0,ARI
176626,4.0,00:41,2741.0,34.0,CHI
154150,1.0,01:40,1900.0,20.0,ATL
337543,,01:43,1903.0,8.0,NYJ
365729,1.0,04:44,284.0,40.0,MIN
161715,3.0,15:00,2700.0,0.0,KC
218756,,03:45,2025.0,5.0,DAL
213373,1.0,09:55,2395.0,14.0,SD
157457,1.0,00:57,2757.0,38.0,NYG
381903,2.0,05:41,1241.0,37.0,CAR
367904,1.0,09:32,2372.0,5.0,LA
106816,2.0,14:27,2667.0,33.0,GB
285071,1.0,05:35,3035.0,5.0,KC
299174,4.0,05:04,1204.0,40.0,SF
400565,3.0,00:59,1859.0,3.0,CIN
160904,,03:13,193.0,6.0,ATL
159537,1.0,14:50,2690.0,10.0,NYJ
149814,,05:49,3049.0,10.0,SEA
312462,4.0,10:26,3326.0,19.0,NE
303492,2.0,10:31,1531.0,20.0,SF
401202,,01:33,93.0,10.0,NYJ
364825,1.0,14:18,858.0,42.0,NO
145556,1.0,08:06,2286.0,37.0,DAL
241702,3.0,02:39,1059.0,3.0,ATL
342565,1.0,06:22,2182.0,26.0,SF
149120,1.0,06:19,2179.0,35.0,ATL
229352,3.0,05:09,1209.0,42.0,ATL
382602,1.0,08:12,1392.0,6.0,OAK
104742,1.0,05:28,2128.0,43.0,NE
198544,2.0,05:18,1218.0,29.0,GB
400563,,01:02,1862.0,5.0,CIN
352293,1.0,10:00,1500.0,18.0,HOU
369958,1.0,06:30,1290.0,10.0,TEN
90468,4.0,03:55,2035.0,35.0,JAC
90924,4.0,01:28,88.0,6.0,CLE
142740,1.0,06:48,1308.0,0.0,BAL
286678,1.0,09:36,1476.0,19.0,BAL
40593,1.0,06:17,377.0,19.0,CLE
109924,3.0,08:08,488.0,43.0,BUF
184336,4.0,07:18,438.0,1.0,CAR
224219,2.0,12:11,3431.0,39.0,GB
175439,,15:00,1800.0,4.0,NO
212112,1.0,14:23,2663.0,5.0,TB
176028,1.0,06:33,393.0,6.0,NYJ
347559,1.0,09:52,592.0,0.0,HOU
141616,,00:37,1837.0,7.0,MIN
318815,4.0,04:06,246.0,30.0,DAL
278297,1.0,11:30,690.0,7.0,PIT
381916,4.0,00:23,923.0,6.0,TB
347950,2.0,10:59,3359.0,45.0,OAK
253952,1.0,01:46,106.0,0.0,KC
362651,1.0,15:00,3600.0,0.0,BUF
153803,,00:10,1810.0,0.0,NE
111342,3.0,11:34,3394.0,41.0,NE
46544,3.0,03:43,2923.0,33.0,STL
356723,,09:48,3288.0,6.0,NYG
72256,1.0,01:06,2766.0,20.0,IND
117172,2.0,13:08,2588.0,39.0,NYG
177931,1.0,08:59,539.0,42.0,DET
224553,4.0,13:08,3488.0,42.0,OAK
218360,3.0,07:38,3158.0,6.0,OAK
108033,,10:30,2430.0,43.0,MIN
123220,2.0,13:34,2614.0,44.0,CLE
343366,,11:22,682.0,0.0,NO
199038,,04:44,2984.0,8.0,TB
300435,3.0,13:46,826.0,3.0,CIN
244903,2.0,00:44,44.0,7.0,NE
350329,1.0,15:00,2700.0,0.0,NYG
219394,1.0,09:16,556.0,26.0,PIT
387892,2.0,10:12,2412.0,43.0,SF
106182,4.0,06:33,1293.0,28.0,TB
318793,2.0,11:16,676.0,35.0,DAL
370848,2.0,00:34,934.0,82.0,CHI
354796,,15:00,3600.0,0.0,KC
165060,4.0,03:25,205.0,9.0,SD
31223,3.0,10:53,2453.0,36.0,WAS
272922,1.0,09:22,2362.0,45.0,DAL
267594,,10:14,614.0,0.0,SEA
164081,2.0,09:15,3255.0,46.0,OAK
328421,2.0,05:26,326.0,36.0,NE
1242,2.0,09:10,2350.0,39.0,CAR
195665,2.0,09:04,2344.0,27.0,NO
211594,2.0,01:28,1888.0,22.0,BAL
310781,4.0,05:00,1200.0,5.0,ARI
268397,,03:34,2014.0,6.0,TB
278663,1.0,06:41,401.0,5.0,MIA
135104,2.0,04:23,263.0,27.0,MID
355902,1.0,09:22,2362.0,33.0,SF
103537,1.0,02:59,1079.0,8.0,WAS
191747,3.0,14:10,3550.0,43.0,IND
315476,2.0,05:38,3038.0,17.0,JAC
378628,,00:00,0.0,17.0,IND
181433,2.0,00:37,37.0,36.0,MIA
133344,1.0,11:58,3418.0,34.0,OAK
314715,2.0,01:07,67.0,18.0,NYG
109431,1.0,13:42,3522.0,42.0,PHI
34937,1.0,05:50,2150.0,19.0,CHI
166501,,02:00,120.0,38.0,MIA
366494,,08:49,3229.0,5.0,CAR
14992,1.0,06:45,2205.0,36.0,MID
120962,1.0,14:16,856.0,29.0,DEN
149963,,02:06,126.0,32.0,SEA
97712,2.0,12:56,1676.0,8.0,DAL
113897,2.0,01:25,985.0,24.0,IND
330402,,02:00,1920.0,48.0,TB
276964,,02:00,1920.0,25.0,OAK
144325,3.0,01:15,1875.0,36.0,HOU
65393,3.0,00:24,1824.0,0.0,BAL
153059,2.0,09:36,2376.0,3.0,TB
362768,4.0,02:06,1026.0,14.0,BUF
335112,3.0,05:31,1231.0,24.0,SF
71944,2.0,09:14,2354.0,40.0,SEA
66516,2.0,14:19,3559.0,36.0,SEA
137103,1.0,03:10,1990.0,0.0,OAK
164989,,00:46,1846.0,4.0,BAL
388965,2.0,13:51,1731.0,24.0,GB
223565,4.0,06:13,3073.0,4.0,MID
343023,1.0,08:29,509.0,10.0,NE
16584,,11:08,1568.0,7.0,CLE
181006,2.0,13:59,1739.0,25.0,SEA
323198,1.0,03:32,212.0,41.0,NYG
159439,,00:00,900.0,40.0,ATL
363680,1.0,06:41,401.0,5.0,CLE
48035,1.0,04:07,247.0,41.0,ARI
327495,4.0,06:59,419.0,5.0,NO
400200,,00:26,1826.0,0.0,GB
95190,1.0,04:49,2089.0,43.0,NO
64197,2.0,01:11,971.0,39.0,SD
76615,1.0,10:09,1509.0,36.0,DEN
317641,,04:55,2095.0,0.0,NO
97116,,12:48,2568.0,4.0,ARI
339578,,08:38,518.0,0.0,PIT
276629,3.0,12:50,1670.0,5.0,ATL
355396,1.0,07:31,1351.0,5.0,MIN
361446,2.0,07:47,2267.0,45.0,LA
40607,3.0,04:10,250.0,0.0,CLE
298169,1.0,02:30,150.0,7.0,DEN
363632,1.0,11:45,1605.0,46.0,PIT
188977,3.0,00:16,916.0,43.0,TB
12425,1.0,14:55,1795.0,5.0,JAC
328845,2.0,09:34,2374.0,42.0,TEN
147897,3.0,10:27,1527.0,0.0,NO
65633,1.0,03:29,209.0,47.0,NE
212604,2.0,11:49,3409.0,41.0,ARI
143660,3.0,02:35,1055.0,52.0,STL
252199,4.0,09:56,1496.0,4.0,NO
259980,1.0,10:59,3359.0,12.0,NO
334520,2.0,01:08,1868.0,4.0,OAK
230562,2.0,02:47,1067.0,40.0,CHI
158276,1.0,01:36,2796.0,29.0,MIA
116669,3.0,00:44,2744.0,40.0,ARI
38782,3.0,14:01,2641.0,27.0,MIN
151826,4.0,13:36,1716.0,38.0,BAL
21007,1.0,02:30,150.0,2.0,KC
216003,2.0,00:24,1824.0,0.0,STL
214705,2.0,10:42,642.0,40.0,NYJ
215558,3.0,03:58,1138.0,44.0,PIT
151411,1.0,13:08,2588.0,32.0,GB
388713,2.0,12:22,3442.0,34.0,JAX
221660,,15:00,3600.0,0.0,SD
114113,1.0,14:55,3595.0,5.0,SEA
186811,1.0,08:19,499.0,0.0,TB
42897,,00:00,0.0,26.0,MIA
154272,3.0,06:33,3093.0,41.0,WAS
9847,1.0,05:58,2158.0,47.0,BUF
349777,4.0,05:16,3016.0,43.0,BAL
304486,1.0,10:23,2423.0,35.0,SD
356740,2.0,04:11,2951.0,39.0,NYG
405851,,10:54,1554.0,0.0,CLE
295159,2.0,14:28,2668.0,32.0,TEN
